Signum,Plats,Socken,Härad,Kommun,Placering,Koordinater,Runtyper,Korsform,Period,Stilgruppering,Ristare,Materialtyp,Material,Föremål,Latitude_orig,Longtitude_orig,Latitude_add,Longtitude_add,Latitude_mix,Longtitute_mix
N A10  ,Berge,Fyresdal sn,Telemark fylke,Fyresdal,,,,,V,,,sten,,runsten,,,59.1841,8.0977,59.1841,8.0977
N A11 $ ,Sande,Gimsøy og Strauman sn,Nordland fylke,Vågan,Tromsø museum,,stungen b-runa,,V ca 900,,,sten,gnejs,runsten,,,68.2804,14.5644,68.2804,14.5644
N A13  ,Sørbø kirke,Rennesøy sn (Sørbø),Rogaland fylke,Rennesøy,,(59.1279 ; 5.6436),,,V,,,sten,,runsten,59.1279,5.6436,59.1264,5.6867,59.1279,5.6436
N A15 M ,Trondenes prestegård,Trondenes sn,Troms fylke,Harstad,,(68.82275 ; 16.56120),,,"M, funnet i ett 1300-talslager",,,trä,trä,pinne,68.82275,16.56120,68.7983,16.5416,68.82275,16.56120
N A16 M ,Børsa,Skaun sn,Sør-Trøndelag fylke,Skaun,,,,,M,,,sten,täljsten,sten,,,63.2519,10.0157,63.2519,10.0157
N A17  ,Lauvøy,Steigen sn,Nordland fylke,Steigen,,(67.911 ; 14.881),,,?,,,sten,,runsten,67.911,14.881,67.7836,15.0026,67.911,14.881
N A18 M ,Stavanger,Stavanger,Rogaland fylke,Stavanger,,,,,M,,,ben/horn,,kam,,,58.969,5.7331,58.969,5.7331
N A22  ,Presterud,Kolbu sn,Oppland fylke,Østre,,,,,V/M,,,sten,,fragment av runsten,,,60.7952,10.7197,60.7952,10.7197
N A23  ,Haugset,Kolbu sn,Oppland fylke,Østre,,,,,V s 1000-t,,,sten,,fragment av runsten,,,60.7952,10.7197,60.7952,10.7197
N A24 M ,Brørs ,Namdalseid sn,Nord-Trøndelag fylke,Namdalseid,,,,,M,,,trä,trä,båtbord,,,64.2293,11.2222,64.2293,11.2222
N A25 M ,Borgund kirke,Borgund sn,Sogn og Fjordane fylke,Lærdal,,(61.0472 ; 7.8123),,,M,,,trä,trä,pinne,61.0472,7.8123,61.1004,7.4763,61.0472,7.8123
N A26 M ,Borgund kirke,Borgund sn,Sogn og Fjordane fylke,Lærdal,,(61.0472 ; 7.8123),,,M,,,trä,trä,fyrkantig pinne,61.0472,7.8123,61.1004,7.4763,61.0472,7.8123
N A27 M ,Nore stavkirke ,Nore sn,Buskerud fylke,Nore,,(60.1646 ; 9.0102),,,M,,,trä,trä,,60.1646,9.0102,60.2836,8.8587,60.1646,9.0102
N A28 M ,Uvdal stavkirke,Uvdal sn,Oppland fylke,Nore,,(60.2652 ; 8.8348),,,M,,,trä,trä,,60.2652,8.8348,60.2836,8.8587,60.2652,8.8348
N A29 M ,Mellom-Kravik,Nore sn,Buskerud fylke,Nore,,,,,M,,,trä,trä,sängkarm,,,60.2836,8.8587,60.2836,8.8587
N A30 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33270, G272)",,,,M,,,ben/horn,nötkreatur eller häst,kniv,,,59.9139,10.7522,59.9139,10.7522
N A31 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G1065)",,,,M,,,trä,furu,pinne,,,59.9139,10.7522,59.9139,10.7522
N A32 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G3189)",,,,M,,,trä,furu,fyrkantig pinne,,,59.9139,10.7522,59.9139,10.7522
N A33 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G4076)",,,,M,,,trä,björk,pinne,,,59.9139,10.7522,59.9139,10.7522
N A34 M ,Vega,Vega sn,Nordland fylke,Vega,,,,,M,,,sten,sten,dörjsänke,,,65.6614,11.9361,65.6614,11.9361
N A35 $M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G5879)",,,,M,,,trä,äppelträ,vaxtavla,,,59.9139,10.7522,59.9139,10.7522
N A36 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G5880)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,,59.9139,10.7522,59.9139,10.7522
N A37 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G5905)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,,59.9139,10.7522,59.9139,10.7522
N A38 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G5951)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,,59.9139,10.7522,59.9139,10.7522
N A39 $M ,Storgaten 47,Tønsberg,Vestfold fylke,Tønsberg,,(59.26837 ; 10.40580),,,M 1250-1325,,,trä,trä,runkavel,59.26837,10.40580,59.2675,10.4076,59.26837,10.40580
N A41 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G6097)",,,,M,,,ben/horn,nötkreatur,ryggkota,,,59.9139,10.7522,59.9139,10.7522
N A42 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G6098)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,,59.9139,10.7522,59.9139,10.7522
N A43 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G6271)",,,,M,,,trä,furu,träskiva,,,59.9139,10.7522,59.9139,10.7522
N A44 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G6359)",,,,M,,,ben/horn,nötkreatur eller häst,påtnål,,,59.9139,10.7522,59.9139,10.7522
N A45 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G6406)",,,,M,,,ben/horn,nötkreatur,bogben,,,59.9139,10.7522,59.9139,10.7522
N A46 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C33448, G5432)",,,,M,,,ben/horn,nötkreatur,"runben, revben",,,59.9139,10.7522,59.9139,10.7522
N A47 M ,Storgaten 47,Tønsberg,Vestfold fylke,Tønsberg,,(59.26837 ; 10.40580),,,M ca 1150,,,trä,trä,karvstock,59.26837,10.40580,59.2675,10.4076,59.26837,10.40580
N A48 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C34011, G7889)",,,,M,,,ben/horn,gris,"skulderblad, fragment",,,59.9139,10.7522,59.9139,10.7522
N A49 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C34011, G8419)",,,,M,,,trä,furu,fragment av pinne,,,59.9139,10.7522,59.9139,10.7522
N A50 M ,Storgaten 47,Tønsberg,Vestfold fylke,Tønsberg,,(59.26837 ; 10.40580),,,M 1300-1350,,,trä,trä,liten (spel)bricka,59.26837,10.40580,59.2675,10.4076,59.26837,10.40580
N A51 M ,Hermannsverk,Leikanger sn,Sogn og Fjordane fylke,Leikanger,,,,,M,,,trä,trä,kors,,,61.1866,6.807,61.1866,6.807
N A52 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C34011, G9210)",,,,M,,,trä,furu,trästycke,,,59.9139,10.7522,59.9139,10.7522
N A53  ,Eik prestegård,Sokndal sn,Rogaland fylke,Sokndal,,,,,V 1000-1050,,,sten,,runsten,,,58.3383,6.2936,58.3383,6.2936
N A54 M ,Ørtern,,,,(Inv.nr B1.30626),,,,M,,,ben/horn,ben,runben,,,,,,
N A56 M ,Sumtangen,Eidfjord sn,Hordaland fylke,Eidfjord,,,,,M,,,ben/horn,ben,runben,,,60.4676,7.0675,60.4676,7.0675
N A57 M ,Sumtangen,Eidfjord sn,Hordaland fylke,Eidfjord,,,,,M,,,ben/horn,ben,kniv,,,60.4676,7.0675,60.4676,7.0675
N A59 M ,Nedre Langgate 45,Tønsberg,Vestfold fylke,Tønsberg,,(59.2675 ; 10.4050),,,M 1450-1550,,,trä,trä,"planka, pall(?)",59.2675,10.4050,59.2675,10.4076,59.2675,10.4050
N A60 M ,Nedre Langgate 45,Tønsberg,Vestfold fylke,Tønsberg,,(59.2675 ; 10.4050),,,M 1375-1450,,,trä,trä,grund skål,59.2675,10.4050,59.2675,10.4076,59.2675,10.4050
N A61 M ,Sumtangen,Eidfjord sn,Hordaland fylke,Eidfjord,,,,,M,,,ben/horn,ben,runben,,,60.4676,7.0675,60.4676,7.0675
N A62 M ,Mindets tomt Gamlebyen,Oslo,,Oslo,"Oldsaksamlingen (C34011?, G9211)",,,,M,,,trä,furu,pinne,,,59.9139,10.7522,59.9139,10.7522
N A63 $M ,Nedre Langgate 45,Tønsberg,Vestfold fylke,Tønsberg,,(59.2675 ; 10.4050),,,M 1300-1375,,,trä,trä,trätapp,59.2675,10.4050,59.2675,10.4076,59.2675,10.4050
N A64 M ,Storgaten 24/26,Tønsberg,Vestfold fylke,Tønsberg,,(59.26660 ; 10.40840),,,M 1200-1300,,,ben/horn,ben,runben,59.2666,10.40840,59.2675,10.4076,59.2666,10.40840
N A65 M ,Storgaten 24/26,Tønsberg,Vestfold fylke,Tønsberg,,(59.26660 ; 10.40840),kvistrunor,,M 1200-1300,,,ben/horn,ben,runben,59.2666,10.40840,59.2675,10.4076,59.2666,10.40840
N A66 $M ,Storgaten 24/26,Tønsberg,Vestfold fylke,Tønsberg,,(59.26660 ; 10.40840),,,M 1200-1300,,,ben/horn,ben,runben,59.2666,10.40840,59.2675,10.4076,59.2666,10.40840
N A67 $M ,Storgaten 24/26,Tønsberg,Vestfold fylke,Tønsberg,,(59.26660 ; 10.40840),,,M 1200-1300,,,ben/horn,ben,"runben, revben",59.2666,10.40840,59.2675,10.4076,59.2666,10.40840
N A68 M ,Lom kirke,Lom sn,Oppland fylke,Lom,,(61.839737 ; 8.566154),,,M,,,trä,trä,stavkyrkegrafitti,61.839737,8.566154,61.836,8.5686,61.839737,8.566154
N A69 M ,Lom kirke,Lom sn,Oppland fylke,Lom,,(61.839737 ; 8.566154),,,M,,,trä,trä,stavkyrkegrafitti,61.839737,8.566154,61.836,8.5686,61.839737,8.566154
N A70 M ,Lom kirke,Lom sn,Oppland fylke,Lom,,(61.839737 ; 8.566154),,,M,,,trä,trä,stavkyrkegrafitti,61.839737,8.566154,61.836,8.5686,61.839737,8.566154
N A71 M ,Lom kirke,Lom sn,Oppland fylke,Lom,,(61.839737 ; 8.566154),,,M,,,trä,trä,"pinne, amulett",61.839737,8.566154,61.836,8.5686,61.839737,8.566154
N A72 M ,Lom kirke,Lom sn,Oppland fylke,Lom,,(61.839737 ; 8.566154),,,M,,,trä,trä,"pinne, amulett",61.839737,8.566154,61.836,8.5686,61.839737,8.566154
N A73 M ,Lom kirke,Lom sn,Oppland fylke,Lom,,(61.839737 ; 8.566154),,,M,,,trä,trä,platta,61.839737,8.566154,61.836,8.5686,61.839737,8.566154
N A74 M ,Lom kirke,Lom sn,Oppland fylke,Lom,,(61.839737 ; 8.566154),,,M,,,trä,trä,pinne,61.839737,8.566154,61.836,8.5686,61.839737,8.566154
N A75 M ,Reinli stavkirke,Reinli sn,Oppland fylke,Sør-Aurdal,,(60.8314 ; 9.4930),,,M,,,trä,trä,stavkyrkegrafitti,60.8314,9.4930,60.6919,9.5516,60.8314,9.4930
N A76 M ,Hedal stavkirke,Hedal sn,Oppland fylke,Sør-Aurdal,,(60.6225 ; 9.6907),,,M,,,trä,trä,stavkyrkegrafitti,60.6225,9.6907,60.6919,9.5516,60.6225,9.6907
N A77 M ,Lom kirke,Lom sn,Oppland fylke,Lom,,(61.839737 ; 8.566154),,,M,,,trä,trä,pinne,61.839737,8.566154,61.836,8.5686,61.839737,8.566154
N A79 M ,Rødven stavkirke,Eid og Holm sn,Møre og Romsdal fylke,Rauma,,(62.6242 ; 7.4937),,,M,,,trä,trä,stavkyrkegrafitti,62.6242,7.4937,62.5667,7.6937,62.6242,7.4937
N A80 M ,Rødven stavkirke,Eid og Holm sn,Møre og Romsdal fylke,Rauma,,(62.6242 ; 7.4937),,,M,,,trä,trä,stavkyrkegrafitti,62.6242,7.4937,62.5667,7.6937,62.6242,7.4937
N A81 M ,Rødven stavkirke,Eid og Holm sn,Møre og Romsdal fylke,Rauma,,(62.6242 ; 7.4937),,,M,,,trä,trä,stavkyrkegrafitti,62.6242,7.4937,62.5667,7.6937,62.6242,7.4937
N A82 M ,Rødven stavkirke,Eid og Holm sn,Møre og Romsdal fylke,Rauma,,(62.6242 ; 7.4937),,,M,,,trä,trä,stavkyrkegrafitti,62.6242,7.4937,62.5667,7.6937,62.6242,7.4937
N A83 M ,Rødven stavkirke,Eid og Holm sn,Møre og Romsdal fylke,Rauma,,(62.6242 ; 7.4937),,,M,,,trä,trä,stavkyrkegrafitti,62.6242,7.4937,62.5667,7.6937,62.6242,7.4937
N A84 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A85 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A86 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A87 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A88 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A89 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A90 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A91 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A92 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A93 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A94 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A95 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A96 M ,Kaupanger kirke,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.1842 ; 7.2334),,,M,,,trä,trä,stavkyrkegrafitti,61.1842,7.2334,61.2291,7.1018,61.1842,7.2334
N A97 M ,Bø gamle kirke,Bø sn,Telemark fylke,Bø,,(59.4110 ; 9.0563),,,M,,,trä,trä,kyrkografitti,59.411,9.0563,59.4092,9.0673,59.411,9.0563
N A98 M ,Bø gamle kirke,Bø sn,Telemark fylke,Bø,,(59.4110 ; 9.0563),,,M,,,trä,trä,kyrkografitti,59.411,9.0563,59.4092,9.0673,59.411,9.0563
N A99 M ,Bø gamle kirke,Bø sn,Telemark fylke,Bø,,(59.4110 ; 9.0563),,,M,,,trä,trä,kyrkografitti,59.411,9.0563,59.4092,9.0673,59.411,9.0563
N A101 M ,Bø gamle kirke,Bø sn,Telemark fylke,Bø,,(59.4110 ; 9.0563),,,M,,,trä,trä,kyrkografitti,59.411,9.0563,59.4092,9.0673,59.411,9.0563
N A102 M ,Bø gamle kirke,Bø sn,Telemark fylke,Bø,,(59.4110 ; 9.0563),,,M,,,trä,trä,kyrkografitti,59.411,9.0563,59.4092,9.0673,59.411,9.0563
N A104 M ,Bø gamle kirke,Bø sn,Telemark fylke,Bø,,(59.4110 ; 9.0563),,,M,,,trä,trä,kyrkografitti,59.411,9.0563,59.4092,9.0673,59.411,9.0563
N A105 M ,Bø gamle kirke,Bø sn,Telemark fylke,Bø,,(59.4110 ; 9.0563),,,M,,,trä,trä,kyrkografitti,59.411,9.0563,59.4092,9.0673,59.411,9.0563
N A106 M ,Bø gamle kirke,Bø sn,Telemark fylke,Bø,,(59.4110 ; 9.0563),,,M,,,trä,trä,kyrkografitti,59.411,9.0563,59.4092,9.0673,59.411,9.0563
N A108 M? ,Erling Skakkes gate 1B,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-4552)",(63.42875 ; 10.39922),,,M?,,,ben/horn,ben,runben,63.42875,10.39922,63.4305,10.3951,63.42875,10.39922
N A109 M ,Søndre gate 10,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-10607)",(63.43180 ; 10.39961),,,M,,,ben/horn,nötkreatur,runben,63.4318,10.39961,63.4305,10.3951,63.4318,10.39961
N A110 M ,Søndre gate 10,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-10606)",(63.43180 ; 10.39961),,,M,,,ben/horn,ben,runben,63.4318,10.39961,63.4305,10.3951,63.4318,10.39961
N A111  ,Søndre gate 10,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-9320)",(63.43180 ; 10.39961),,,V första hälften av 1000-t,,,ben/horn,renhorn,kam,63.4318,10.39961,63.4305,10.3951,63.4318,10.39961
N A112 M ,Kongens gate 2,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-4272)",(63.43049 ; 10.40035),,,M 1200-1300-t,,,sten,täljsten,sländtrissa,63.43049,10.40035,63.4305,10.3951,63.43049,10.40035
N A113 M ,Nedre Langgate 45,Tønsberg,Vestfold fylke,Tønsberg,,(59.2675 ; 10.4050),,,M 1300-1375,,,trä,trä,botten av kärl,59.2675,10.4050,59.2675,10.4076,59.2675,10.4050
N A114  ,Søndre gate 10,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-10057)",(63.43180 ; 10.39961),,,?,,,ben/horn,nötkreatur,runben,63.4318,10.39961,63.4305,10.3951,63.4318,10.39961
N A115 M ,Eidsborg stavkirke,"Eidsborg, Mo og Skafså sn",Telemark fylke,Tokke,,(59.4646 ; 8.0219),,,M,,,trä,trä,stavkyrkegrafitti,59.4646,8.0219,59.4597,8.0227,59.4646,8.0219
N A116 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-17930)",(63.4305 ; 10.4010),,,M 1225-1325,,,trä,trä,fragment av trästycke,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A117 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-17931)",(63.4305 ; 10.4010),,,M 1175-1275,,,trä,trä,"runkavel, fyrkantig",63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A118 M ,Søndre felt,Oslo,,Oslo,"Oldsaksamlingen (C34020, G14185)",,,,M,,,trä,furu,botten till kar,,,59.9139,10.7522,59.9139,10.7522
N A119 M ,Søndre felt,Oslo,,Oslo,"Oldsaksamlingen (C34182, G18855)",,,,M,,,trä,furu,fragment av märklapp,,,59.9139,10.7522,59.9139,10.7522
N A120 M ,Søndre felt,Oslo,,Oslo,"Oldsaksamlingen (C34182, G19682)",,,,M,,,trä,furu,pinne,,,59.9139,10.7522,59.9139,10.7522
N A121 $M ,Nedre Langgate 18,Tønsberg,Vestfold fylke,Tønsberg,,(59.26579 ; 10.40740),,,M 1300-1375,,,metall,bly,bleck (amulett),59.26579,10.40740,59.2675,10.4076,59.26579,10.40740
N A122 M ,Kaupanger hovedgård,Kaupanger sn,Sogn og Fjordane fylke,Sogndal,,(61.18354 ; 7.23613),,,M,,,metall,bly,bleck (amulett),61.18354,7.23613,61.2291,7.1018,61.18354,7.23613
N A123 M ,Osen,Bygstad sn,Sogn og Fjordane fylke,Gaular,,(61.36460 ; 5.67810),,,M,,,metall,bly,kors,61.3646,5.67810,61.2956,5.7432,61.3646,5.67810
N A124 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-20884)",(63.4305 ; 10.4010),,,M 1150-1225,,,trä,trä,platta,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A125 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-21142)",(63.4305 ; 10.4010),,,M 1175-1275,,,sten,täljsten,sten,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A126 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-21447)",(63.4305 ; 10.4010),,,M m 1300-t - 1400-t,,,trä,trä,"runkavel, pinne",63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A127 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-21492)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,märklapp,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A128 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-21493)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,märklapp,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A129 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-21749)",(63.4305 ; 10.4010),,,M 1175-1325,,,trä,trä,märklapp,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A130 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-22559)",(63.4305 ; 10.4010),,,M 1275-1325,,,trä,trä,trästycke,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A131 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-22564)",(63.4305 ; 10.4010),,,M 1275-1325,,,trä,trä,runkavel,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A132 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-22767b)",(63.4305 ; 10.4010),,,M 1175-1275,,,trä,trä,pinne,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A133 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-22970)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,märklapp,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A134 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-23173)",(63.4305 ; 10.4010),,,M 1175-1275,,,trä,trä,märklapp,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A135 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-23177)",(63.4305 ; 10.4010),,,M 1175-1275,,,trä,trä,märklapp,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A136 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-23247)",(63.4305 ; 10.4010),,,M 1175-1275,,,trä,trä,pinne,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A137 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-23249)",(63.4305 ; 10.4010),,,M 1175-1275,,,trä,trä,pinne,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A138 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-23450)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,märklapp,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A139 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-25335)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,runkavel,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A140 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-25366)",(63.4305 ; 10.4010),,,M 1175-1275,,,trä,trä,trästycke,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A141 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-25735)",(63.4305 ; 10.4010),,,M 1175-1225,,,trä,trä,träskaft,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A142 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-25803)",(63.4305 ; 10.4010),,,M 1175-1225,,,trä,trä,"runkavel, pinne",63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A143 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-25804)",(63.4305 ; 10.4010),,,M 1175-1225,,,ben/horn,ben,skridskor,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A144 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-25914)",(63.4305 ; 10.4010),,,M 1225-1275,,,trä,trä,märklapp,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A145 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-25959)",(63.4305 ; 10.4010),,,M 1175-1225,,,trä,trä,"runkavel, pinne",63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A146 $M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-26118)",(63.4305 ; 10.4010),,,M 1175-1225,,,trä,trä,pilspets,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
N A147 M ,Folkebibliotekstomta,Trondheim,Sør-Trøndelag fylke,Trondheim,"Vitenskapsmuseet, NTNU (N-26151)",(63.4305 ; 10.4010),,,M 1175-1275,,,trä,trä,märklapp,63.4305,10.4010,63.4305,10.3951,63.4305,10.4010
